mercurys,M,a,capom,e,i,omega,mass,radio,mass_grav,period,x,y,z,vx,vy,vz
mercuryA35,261.34715312184574,0.05,324.1134319062209,0.020608426617112954,0.042833305311166324,357.25728225876117,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.050596234776267526,0.005171720424156683,-1.9039879292125614e-05,-0.0068344076650381225,-0.07530904509945681,-4.8607821212400305e-05
mercuryA36,62.45637056880785,0.05,135.2716409732449,0.012778278006229977,0.022811225443735424,17.918437946346465,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03249918123778931,0.03721326186840318,-1.42014327677018e-06,-0.05839227980622646,-0.05148548783875858,3.092334808243401e-05
mercuryA37,35.25550708145789,0.05,44.087039823787165,0.014046196194124606,0.04804301580741514,294.9699445410913,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04806069914777964,-0.015641936721270823,1.8617331339180534e-05,0.02419727637273866,-0.07215135713709155,-5.757236917535455e-05
mercuryA38,110.79753983963063,0.05,147.34067390837225,0.028223065869580566,0.006320707989702534,51.07728052285191,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.02210529001804774,0.04591769688915023,-5.58059218256571e-06,-0.06865764822621256,0.03132211297728841,1.178264999054665e-06
mercuryA39,237.3596623375363,0.05,152.726939727976,0.02130860904597245,0.023630269377869592,152.89666823281735,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03650378285927742,-0.033937461745465775,1.9339447725898466e-05,0.053726099848411576,-0.05540019263600769,1.0154962384130098e-05
mercuryA40,337.5458308734964,0.05,16.18496934715873,0.04899203327446063,0.04290888094693731,136.1370602100494,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.03459054550027127,0.036851045910811654,1.9283298906212517e-05,-0.057911361692704305,0.04937197111784548,4.75982023018568e-05
mercuryA41,204.50555998526406,0.05,155.94911257114092,0.04173612570167842,0.0199776811425544,355.8479067766027,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.05081516904477307,-0.011035309136507488,-3.70724763615585e-06,0.01482159922290446,0.07241154696657007,-2.516242461486756e-05
mercuryA42,197.1747693719157,0.05,357.69791865064417,0.007015997360085957,0.02928778220193365,310.5523860052035,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.0034408417525223604,0.05014092856824698,2.568041615127842e-05,-0.07632786417038576,0.0056011282580155294,1.2935947937615384e-06
mercuryA43,145.96584960220696,0.05,338.633787712695,0.023403523714967935,0.03202589509193823,225.4480485824741,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.01704700382333714,-0.04688626637780599,-2.093469576000524e-05,0.07305456627768664,0.02464994691280401,2.770839812317367e-05
mercuryA44,5.33406894043889,0.05,9.304486918832694,0.021108635315007652,0.02716332459417478,347.22566164170513,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.02481447231790245,-0.042715712432005996,-2.1886689802811524e-05,0.06663367160980918,0.04027309166162704,1.3734284887215222e-05
mercuryA45,283.36673944049335,0.05,250.60764277178552,0.006876433083658379,0.015097523548984205,311.62118464751137,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.02604583631279789,-0.04235396469059804,-2.7681267248326255e-06,0.06573258046080721,-0.040789294478647015,1.9906710269742173e-05
mercuryA46,217.44052654906815,0.05,42.48344071054296,0.049942087744876594,0.0016141852736577145,104.93272332269731,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.05195414466187422,0.0022247730139167386,-9.423234481712848e-07,-0.005367059777686645,0.07371456654329044,1.6336662324319002e-06
mercuryA47,244.41076414942825,0.05,31.913340296307886,0.01057039069904246,0.02245520829032484,56.38506795711578,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.031011237171181635,0.038679237628427614,6.442792529124537e-06,-0.060837345443197355,0.04814901170171011,2.86225199203185e-05
mercuryA48,52.10510590889879,0.05,282.17108689534325,0.03624890157091181,0.039118808378440645,236.98051898384557,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0013158668303557448,-0.05052439993643684,-8.15098571604913e-06,0.07596171596179149,-0.004612003745911017,5.003338825978517e-05
mercuryA49,64.87433652102679,0.05,281.7152275766403,0.04250273762485124,0.0409344183899982,226.6627571074147,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0003241518811637478,-0.05103419802795366,-7.630058556473196e-06,0.07528244078669126,-0.0032758698649215413,5.2189211222044166e-05
mercuryA50,335.78546241380803,0.05,36.253415924458004,0.01008795414459362,0.04847276713068695,317.0331671661552,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.044884076239407586,0.023082950936114843,3.8203130287240916e-05,-0.03509467511905798,-0.06764608388587849,-2.8592524380807067e-05
mercuryA51,35.65860457183794,0.05,300.2826448209317,0.03582876333257581,0.03520659217765828,208.63390870968928,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.044731795892893375,0.024204762667703866,3.123584118272538e-05,-0.03805892404957036,0.06534144375045355,5.146367267452176e-08
mercuryA52,51.06406987050294,0.05,257.1381971665314,0.02211161780791522,0.006467628782818347,76.7780974114246,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04580803322762009,0.018065018977535957,4.58720999282017e-06,-0.027481929846166448,0.07311197336623032,-4.861480356901198e-06
mercuryA53,107.62705187048776,0.05,14.823113844045217,0.03594729950767117,0.006117428029366279,122.41476682205874,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04844651402454376,-0.005861983171485088,7.182852007587925e-07,0.00736824965107976,-0.07845433671170259,-8.299010101081131e-06
mercuryA54,217.32611757287944,0.05,285.96852153037764,0.020470739348597,0.028831335617859884,4.034559116638756,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03934674105293376,0.032250469328273954,-1.4570744466191772e-05,-0.047297517515647015,-0.05897169728547953,-3.104558900434335e-05
mercuryA55,7.559235869133345,0.05,306.9165058986193,0.04493816536860876,0.004149586325398808,156.03911736003303,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.049432821560187884,-0.0009238780807491031,-2.9025376575098324e-06,-0.0019335138954588611,-0.0777705599067834,-3.495092521326638e-06
mercuryA56,39.77413661952511,0.05,306.1817569447317,0.004936389664261598,0.04150036840855589,241.10025403295984,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.02992920149851186,-0.040202923358833555,3.06793068220016e-07,0.06175705690233466,0.04556271423133852,5.558779555953121e-05
mercuryA57,267.6334337992063,0.05,230.35519726548114,0.02741893468337291,0.022654514283033823,279.7629960568584,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.051089222257887215,0.002377484284733833,1.4954879856156267e-05,-0.004628793004081255,0.07504648199905262,-2.0341484292342296e-05
mercuryA58,211.40707142593533,0.05,112.04675743666414,0.0014098452969953101,0.03901139443079288,216.5910653992854,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04664264810927396,-0.018131156996356968,3.406960944735636e-05,0.027929378850458625,-0.07161088025557202,6.760845870454385e-07
mercuryA59,110.27152053228998,0.05,136.42391788641407,0.01202152851519573,0.04567618606187984,39.95784437432444,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04905855023577445,0.012279611680969577,-3.405079193044531e-05,-0.018739527239989177,0.073710381668668,-3.227282557157415e-05
mercuryA60,311.17720564482585,0.05,154.90253125732053,0.0015233258166760133,0.007399868532435766,243.2619362872529,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03397352542021616,-0.03678757113475771,6.163725324601897e-06,0.05644426692600281,-0.05210132755074162,3.0016162675108447e-06
mercuryA61,317.9476882015367,0.05,264.4282431472198,0.002494394398224159,0.036427427264232363,263.93410352117206,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04531243764168751,0.021371851822950136,2.735330189235939e-05,-0.03285628742275116,0.06939166085860693,-2.507412385518571e-05
mercuryA62,137.4088497198738,0.05,334.23686502373596,0.0051254579591774214,0.04241755371036979,256.31147480462573,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04975488509375515,-0.002663006726804553,-1.7785851354728604e-05,0.0044161618747063855,-0.07707194782293486,-4.996564359141741e-05
mercuryA63,37.81003236046877,0.05,177.438207340811,0.044405631397310866,0.03721552294424146,175.72545873744085,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04779455958861864,9.593014668185778e-05,-1.4498231610109548e-06,0.00025247387528760934,0.08040134545065351,-5.217850497037399e-05
mercuryA64,82.4648654485722,0.05,252.89603355716375,0.010618772209442984,0.00871087798017634,159.63459854360462,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0071521313971905365,0.04910859912441702,-3.2351162551087988e-06,-0.07677992277969803,-0.010590744059084105,-1.0683294529802929e-05
mercuryA65,269.78595591205203,0.05,304.2906863854686,0.0004533229026777108,0.022253830819539758,70.17044342633253,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04949724948575507,-0.006922942756889022,1.436848877426326e-05,0.01064744118555885,0.07622252718486995,2.009593375836415e-05
mercuryA66,247.61514140475407,0.05,313.8015208237465,0.04133844764805403,0.030157569369838533,123.26252162523102,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0354223984875895,-0.03774478010902345,-2.7207682808945384e-05,0.05304222648353076,-0.05197733997213237,1.2137807173618766e-06
mercuryA67,44.530835032290355,0.05,267.6307396070351,0.022831189890977384,0.042202006811185744,260.2603229632558,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.045862352362898186,-0.0173464739087557,-3.3223497686104503e-05,0.02685418559773132,-0.07369200343649569,2.200678836327074e-05
mercuryA68,25.785724355529016,0.05,190.18987078123328,0.004562951380182917,0.011268161789837645,53.86151524888062,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.01017393739934316,-0.04876926334870341,9.793973282885478e-06,0.0756255209110216,0.01555707357419505,-3.801019505972917e-07
mercuryA69,308.0767221480548,0.05,77.82520527432847,0.02846416767434415,0.03045148261894398,275.00023344768897,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04842242939707139,0.004232055313749593,-2.4682311577280878e-05,-0.006427189765868015,0.07884276936332245,1.2176263860530505e-05
mercuryA70,128.01567883469878,0.05,263.95660517864377,0.03900060427688027,0.04908943819394652,281.96284978836184,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.041456065409006815,-0.030403389201096486,3.806348244941775e-05,0.04584030656659633,0.05909603717884641,3.372583734402107e-05
mercuryA71,319.81401679153646,0.05,195.06037438774663,0.040560530139920656,0.009595602684222488,33.25977730524963,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0477304543610996,-0.007957946857232358,-7.9006488948426e-07,0.014994544453486934,-0.078022021773858,1.3270423159332712e-05
mercuryA72,214.39011475947876,0.05,86.45821173469531,0.02727483079630666,0.018891360906667615,356.1355719596525,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.030491852025048418,0.03839703287682841,1.0816561907438633e-05,-0.062348874326406054,-0.04758893484621047,1.9548859351079998e-05
mercuryA73,1.492902395824447,0.05,357.91239136282667,0.004476505108987827,0.019339262234946548,180.15986884131974,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0051198049983687335,-0.04972067499720891,-1.6834221262155948e-05,0.0765149020972143,-0.008224222685015235,-1.833318717224102e-06
mercuryA74,156.94032894574573,0.05,235.60033880384452,0.019805334608265092,0.003654975631220614,301.7752722376916,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04813064755719263,0.009293722475447824,-2.8683152349753937e-06,-0.014657982668970978,-0.07707222400763379,2.0061322857095814e-06
mercuryA75,324.299237757206,0.05,124.74094179737718,0.01374630934527334,0.017929560488193715,285.78480655958066,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.0004265122476142247,-0.05052109884201294,8.899668945944642e-06,0.07611850157253812,0.0013218556130637424,-1.9809297807710322e-05
mercuryA76,267.34503370417167,0.05,299.3822423667439,0.02066191976011096,0.012942317102388374,42.676439415526126,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.05097954667508523,0.0008038487298137036,-9.945185428369678e-06,-0.000723401832535376,-0.07542466042082335,-8.501499128106612e-06
mercuryA77,192.9526946319966,0.05,160.20446491528165,0.006702818359096097,0.0133606548970444,295.0797509953125,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.0493132368806536,-0.008768350034777515,-1.970537307078542e-06,0.012954519124630191,0.07569654154395397,-1.7631453787857606e-05
mercuryA78,318.3391742231989,0.05,51.75989015905098,0.03662569254672232,0.0269478606947894,303.9666766872934,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03160477591329837,-0.03999879911413408,3.0830404637898344e-08,0.06061227257829011,-0.04491468045686897,-3.54659235962533e-05
mercuryA79,221.4459656059884,0.05,4.493454908567593,0.020060627002202965,0.029430890618543332,238.391087984173,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.044576320930504905,-0.022612407944650647,-1.3373420036801472e-05,0.036183899574861775,0.06791807924880452,3.332381563238502e-05
mercuryA80,291.33390984494235,0.05,85.17000791408137,0.023198619661992007,0.023647714725155502,4.347578339561542,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0367513527080026,-0.03506180762455181,1.3896083319585447e-05,0.05133265514199214,-0.05566234728839032,-2.3045677922319417e-05
mercuryA81,68.45761862302008,0.05,26.92438368657268,0.019791050557505675,0.02700137942663392,6.0065076299095255,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04894090490859836,-0.005273344973227352,-1.2659480101630982e-05,0.0074152531202826,0.07778075949463044,3.109957653145099e-05
mercuryA82,172.66953224455747,0.05,207.44812626381747,0.02105653267460758,0.023604270438028947,114.0889050664629,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03612596289614141,0.03606366116621708,-2.0044928976081288e-05,-0.05335525679875073,-0.05318830415329822,9.313440580974466e-06
mercuryA83,100.76349965826421,0.05,278.95870106817773,0.008020100938788577,0.01789413957363231,75.15775586409603,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.04916800336910992,0.006607223373600731,1.548974915395076e-05,-0.0101829290429487,0.07686122503459007,5.966139511043009e-07
mercuryA84,177.58688334159584,0.05,274.7832960542465,0.04502392259416243,0.04275132113181655,275.7931840130846,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.017748149870083652,-0.04705970345140182,1.026865127678326e-05,0.07269078756484762,0.023766367968587734,5.552816931183079e-05
mercuryA85,336.2461557213936,0.05,284.7645504485767,0.024561329865902273,0.005492276482405145,5.387435270682657,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.021952254331900473,0.04628028041968245,-9.042317537979628e-07,-0.0677540219092947,-0.03232844316003638,-7.070095919061032e-06
mercuryA86,91.77819206213789,0.05,143.81925828687048,0.026717775143541164,0.00089222009919257,215.12532789717346,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04152089884032013,-0.02971565762677803,7.551956636369838e-07,0.04482644178083329,-0.06052608410655989,3.4868551833038846e-07
mercuryA87,115.08067912064375,0.05,277.38439367025205,0.009000694255660269,0.01684850894311355,42.81323388716586,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.013178419859070641,0.048422566920039226,5.673235824732182e-06,-0.07379014016595489,0.020734942500194548,-2.07352417059831e-05
mercuryA88,239.6046296904268,0.05,247.83780707859225,0.002660155377639151,0.041384005870265,123.46937924572187,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.02505431633894729,0.043167888631096274,4.9975661936945085e-06,-0.066576161909835,0.03881769458639651,-5.5111014712759014e-05
mercuryA89,72.36018356785598,0.05,55.87462336166442,0.029922372213765498,0.03039159820690608,275.0866156299429,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04723694939300658,0.020487603863791864,2.6838329784366685e-05,-0.029506900284195607,-0.06859607150530345,-7.456103321967179e-06
mercuryA90,313.3888001311337,0.05,8.001101386626711,0.049101971944273876,0.00956436501457842,330.3371715026448,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,0.016597448830131797,-0.04535864617252808,-7.883642556656174e-06,0.07372888656777538,0.029982646505398624,3.243158878913468e-06
mercuryA91,216.733425110909,0.05,332.59247617815635,0.012091226109766562,0.048539155451125825,82.3310807010972,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.03053619888218639,-0.040352455699051895,-4.225624913210865e-05,0.060588523456320445,-0.04589109095951926,-1.08862429841063e-05
mercuryA92,271.00295484010155,0.05,229.79879871983744,0.028133299420613503,0.011216203964345035,340.2128452619785,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.008719204791249383,-0.04828763940567063,4.797840083759013e-06,0.0768190020672733,-0.015550372633199822,1.3450719974066546e-05
mercuryA93,54.9606666807069,0.05,340.5848113757532,0.01017285627517845,0.04382365793673726,205.2287640746855,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.003194938730727212,0.0499117570988752,3.5192667744979574e-05,-0.07669792157947865,-0.005693242605780286,-2.3607428708151294e-05
mercuryA94,214.27980091368485,0.05,99.14256212823031,0.00118697436196632,0.010739867256916403,15.340129486511849,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.04406206384459968,0.023533381229376343,7.4534259143431e-06,-0.03632594513393779,-0.06789610839913077,8.744841350821243e-06
mercuryA95,269.66388047967894,0.05,55.124592579854124,0.04769553358495904,0.02610203919025529,125.17094792701191,5.9723e+24,6378.137,8.887539e-10,4.083677935193059,-0.0406959468888217,0.02536112067595824,2.1816253057536754e-05,-0.04071518866212341,-0.06903775720928605,-2.76653138132193e-06
